class_id,class_name,precision,recall,f1,support
0,Alfalfa,0.0,0.0,0.0,36
1,Corn-notill,0.0,0.0,0.0,1417
2,Corn-mintill,0.0,0.0,0.0,819
3,Corn,0.0,0.0,0.0,226
4,Grass-pasture,0.0,0.0,0.0,472
5,Grass-trees,0.3694581280788177,0.4172461752433936,0.3919007184846506,719
6,Grass-pasture-mowed,0.0,0.0,0.0,22
7,Hay-windrowed,0.001590836780146357,0.010706638115631691,0.002770083102493075,467
8,Oats,0.0,0.0,0.0,16
9,Soybean-notill,0.040732359596790786,0.2060353798126951,0.06801786327722432,961
10,Soybean-mintill,0.0,0.0,0.0,2444
11,Soybean-clean,0.0,0.0,0.0,582
12,Wheat,0.0,0.0,0.0,194
13,Woods,0.0,0.0,0.0,1254
14,Buildings-Grass-Trees-Drives,0.6086956521739131,0.14933333333333335,0.2398286937901499,375
15,Stone-Steel-Towers,0.0,0.0,0.0,82
