class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9784892446223111,1.0,0.9891276864728192,1956,1.0
3,Fallow_rough_plow,0.7399030694668821,1.0,0.8505106778087279,1374,1.0
4,Fallow_smooth,0.981587023235423,0.8423626787057938,0.9066612674630492,2658,0.8423626787057938
5,Stubble,1.0,0.9812135059659812,0.9905176832393644,3939,0.9812135059659812
6,Celery,0.9910137601797248,0.9915706659173925,0.9912921348314607,3559,0.9915706659173925
7,Grapes_untrained,0.9846650524616626,0.7590436405652831,0.8572575787994379,11251,0.7590436405652831
8,Soil_vinyard_develop,0.989596670934699,1.0,0.994771136674443,6183,1.0
9,Corn_senesced_green_weeds,0.998694942903752,0.9395334561080417,0.9682112921081765,3258,0.9395334561080417
10,Lettuce_romaine_4wk,0.9709193245778611,0.9875954198473282,0.97918637653737,1048,0.9875954198473282
11,Lettuce_romaine_5wk,0.9932185706833594,0.9984268484530676,0.99581589958159,1907,0.9984268484530676
12,Lettuce_romaine_6wk,0.9477124183006536,0.9709821428571429,0.9592061742006616,896,0.9709821428571429
13,Lettuce_romaine_7wk,0.9225806451612903,0.9533333333333334,0.9377049180327869,1050,0.9533333333333334
14,Vinyard_untrained,0.7223758320532514,0.9732339955849889,0.8292482219479221,7248,0.9732339955849889
15,Vinyard_vertical_trellis,0.9845644983461963,0.9994404029099049,0.9919466814773674,1787,0.9994404029099049
