class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,0.9989954796584631,1.0,0.9994974874371859,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.988377968671046,1.0,0.9941550190597205,1956,1.0
3,Fallow_rough_plow,0.9585964912280702,0.9941775836972343,0.976062879599857,1374,0.9941775836972343
4,Fallow_smooth,0.9902292371288989,0.991346877351392,0.9907877420567776,2658,0.991346877351392
5,Stubble,0.9992387718853083,0.9997461284589998,0.999492385786802,3939,0.9997461284589998
6,Celery,0.9997188642114141,0.9991570665917393,0.9994378864530635,3559,0.9991570665917393
7,Grapes_untrained,0.6878058140650485,0.6371878055283975,0.6615299437113592,11251,0.6371878055283975
8,Soil_vinyard_develop,0.9932530120481927,1.0,0.996615087040619,6183,1.0
9,Corn_senesced_green_weeds,0.9922455573505654,0.9426028238182934,0.9667873445616244,3258,0.9426028238182934
10,Lettuce_romaine_4wk,0.9640883977900553,0.9990458015267175,0.9812558575445174,1048,0.9990458015267175
11,Lettuce_romaine_5wk,1.0,1.0,1.0,1907,1.0
12,Lettuce_romaine_6wk,0.9679558011049724,0.9776785714285714,0.9727928928373126,896,0.9776785714285714
13,Lettuce_romaine_7wk,0.9085257548845471,0.9742857142857143,0.9402573529411765,1050,0.9742857142857143
14,Vinyard_untrained,0.4926829268292683,0.5434602649006622,0.5168273961818539,7248,0.5434602649006622
15,Vinyard_vertical_trellis,1.0,1.0,1.0,1787,1.0
