dataset,shot,metric,hybridsn_mean,qnn_mean,delta,better_model
indian_pines,5,mean_true_logit_margin,0.8646312724678553,0.9575275038858073,0.092896231417952,spectral_qnn_gated_proto
indian_pines,5,median_true_logit_margin,1.3008288871496916,1.8572325110435486,0.556403623893857,spectral_qnn_gated_proto
indian_pines,5,safe_logit_margin_rate,0.7080407023144454,0.711292897047087,0.0032521947326416,spectral_qnn_gated_proto
indian_pines,5,mean_top1_top2_margin,1.6627123165585194,1.9954235302710999,0.3327112137125805,spectral_qnn_gated_proto
indian_pines,5,mean_true_prob_margin,0.313186321075719,0.3270642765810884,0.01387795550536941,spectral_qnn_gated_proto
indian_pines,5,median_true_prob_margin,0.4059952140886029,0.5713028481568999,0.16530763406829702,spectral_qnn_gated_proto
indian_pines,5,safe_prob_margin_rate,0.6945929768555467,0.7037909018355946,0.0091979249800479,spectral_qnn_gated_proto
indian_pines,5,mean_top1_top2_prob_margin,0.47566831528989545,0.5433185169525107,0.0676502016626152,spectral_qnn_gated_proto
indian_pines,5,OA,0.7201915403032721,0.7205107741420591,0.00031923383878695866,spectral_qnn_gated_proto
indian_pines,5,Macro-F1,0.6380526208226653,0.6412111895316943,0.003158568709028975,spectral_qnn_gated_proto
indian_pines,5,negative_logit_margin_rate,0.27980845969672785,0.27948922585794095,-0.00031923383878690315,spectral_qnn_gated_proto
indian_pines,5,low_logit_margin_rate,0.012150837988826815,0.009217877094972068,-0.0029329608938547472,spectral_qnn_gated_proto
indian_pines,5,negative_prob_margin_rate,0.27980845969672785,0.27948922585794095,-0.00031923383878690315,spectral_qnn_gated_proto
indian_pines,5,low_prob_margin_rate,0.02559856344772546,0.016719872306464482,-0.008878691141260976,spectral_qnn_gated_proto
indian_pines,10,mean_true_logit_margin,1.8801270867390651,1.8025885779502169,-0.07753850878884827,hybridsn_small
indian_pines,10,median_true_logit_margin,2.1226341843605043,2.535919761657715,0.4132855772972106,spectral_qnn_gated_proto
indian_pines,10,safe_logit_margin_rate,0.7902885292047854,0.801045541369257,0.010757012164471558,spectral_qnn_gated_proto
indian_pines,10,mean_top1_top2_margin,2.4166565977362873,2.421700958844536,0.005044361108248907,spectral_qnn_gated_proto
indian_pines,10,mean_true_prob_margin,0.4768950998440468,0.4890328775456454,0.012137777701598573,spectral_qnn_gated_proto
indian_pines,10,median_true_prob_margin,0.6527006080499685,0.7372820944777406,0.08458148642777208,spectral_qnn_gated_proto
indian_pines,10,safe_prob_margin_rate,0.7834120840454408,0.7979491303910727,0.01453704634563191,spectral_qnn_gated_proto
