class_id,class_name,precision,recall,f1,support
0,Alfalfa,0.0,0.0,0.0,37
1,Corn-notill,0.0,0.0,0.0,100
2,Corn-mintill,0.0,0.0,0.0,100
3,Corn,0.0,0.0,0.0,100
4,Grass-pasture,0.0,0.0,0.0,100
5,Grass-trees,0.0,0.0,0.0,100
6,Grass-pasture-mowed,0.0,0.0,0.0,22
7,Hay-windrowed,0.3275862068965517,0.95,0.48717948717948717,100
8,Oats,0.0,0.0,0.0,16
9,Soybean-notill,0.0,0.0,0.0,100
10,Soybean-mintill,0.1536050156739812,0.98,0.26558265582655827,100
11,Soybean-clean,0.0,0.0,0.0,100
12,Wheat,0.0,0.0,0.0,100
13,Woods,0.0,0.0,0.0,100
14,Buildings-Grass-Trees-Drives,0.24702380952380953,0.83,0.38073394495412843,100
15,Stone-Steel-Towers,0.0,0.0,0.0,75
