class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,0.9984939759036144,1.0,0.9992464204973625,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9888776541961577,1.0,0.9944077275038129,1956,1.0
3,Fallow_rough_plow,0.9612948627726953,0.9941775836972343,0.9774597495527728,1374,0.9941775836972343
4,Fallow_smooth,0.9898572501878287,0.991346877351392,0.9906015037593985,2658,0.991346877351392
5,Stubble,0.9992387718853083,0.9997461284589998,0.999492385786802,3939,0.9997461284589998
6,Celery,0.9997188642114141,0.9991570665917393,0.9994378864530635,3559,0.9991570665917393
7,Grapes_untrained,0.68996138996139,0.635321304772909,0.6615149692286336,11251,0.635321304772909
8,Soil_vinyard_develop,0.9934125964010283,1.0,0.9966954138792617,6183,1.0
9,Corn_senesced_green_weeds,0.9913015463917526,0.9444444444444444,0.9673058786545111,3258,0.9444444444444444
10,Lettuce_romaine_4wk,0.9640552995391705,0.9980916030534351,0.9807782466010314,1048,0.9980916030534351
11,Lettuce_romaine_5wk,1.0,1.0,1.0,1907,1.0
12,Lettuce_romaine_6wk,0.9657458563535911,0.9754464285714286,0.9705719044975014,896,0.9754464285714286
13,Lettuce_romaine_7wk,0.9099821746880571,0.9723809523809523,0.9401473296500921,1050,0.9723809523809523
14,Vinyard_untrained,0.49441548771407295,0.5496688741721855,0.5205801646413172,7248,0.5496688741721855
15,Vinyard_vertical_trellis,1.0,1.0,1.0,1787,1.0
