class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.982420894023104,1.0,0.991132505700532,1956,1.0
3,Fallow_rough_plow,0.770611329220415,1.0,0.8704466265441875,1374,1.0
4,Fallow_smooth,1.0,0.86267870579383,0.9262775196929913,2658,0.86267870579383
5,Stubble,0.9972151898734177,1.0,0.9986056534415009,3939,1.0
6,Celery,1.0,0.9969092441697106,0.9984522301955818,3559,0.9969092441697106
7,Grapes_untrained,0.9315108473586925,0.8510354635143543,0.8894565722248026,11251,0.8510354635143543
8,Soil_vinyard_develop,0.9993534831097463,1.0,0.9996766370250606,6183,1.0
9,Corn_senesced_green_weeds,0.9993626513702996,0.9625537139349294,0.9806128830519074,3258,0.9625537139349294
10,Lettuce_romaine_4wk,0.9553327256153145,1.0,0.9771561771561772,1048,1.0
11,Lettuce_romaine_5wk,0.9947698744769874,0.9973780807551127,0.9960722702278083,1907,0.9973780807551127
12,Lettuce_romaine_6wk,0.9844271412680756,0.9877232142857143,0.9860724233983287,896,0.9877232142857143
13,Lettuce_romaine_7wk,0.9637209302325581,0.9866666666666667,0.9750588235294118,1050,0.9866666666666667
14,Vinyard_untrained,0.7954822954822954,0.8988686534216336,0.8440212462754243,7248,0.8988686534216336
15,Vinyard_vertical_trellis,1.0,0.9916060436485731,0.9957853329586963,1787,0.9916060436485731
