class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9765351972041937,1.0,0.988128315231119,1956,1.0
3,Fallow_rough_plow,0.8734901462174189,1.0,0.9324737020699015,1374,1.0
4,Fallow_smooth,0.9881422924901185,0.9405568096313017,0.9637625289128758,2658,0.9405568096313017
5,Stubble,1.0,0.9900990099009901,0.9950248756218906,3939,0.9900990099009901
6,Celery,0.9974733295901179,0.9983141331834785,0.9978935542760848,3559,0.9983141331834785
7,Grapes_untrained,0.9318536292741452,0.6903386365656387,0.7931175329316859,11251,0.6903386365656387
8,Soil_vinyard_develop,0.9858099489795918,1.0,0.992854275391409,6183,1.0
9,Corn_senesced_green_weeds,0.9993337774816788,0.9208103130755064,0.9584664536741214,3258,0.9208103130755064
10,Lettuce_romaine_4wk,0.9144851657940664,1.0,0.9553327256153145,1048,1.0
11,Lettuce_romaine_5wk,0.9994750656167979,0.9984268484530676,0.9989506820566632,1907,0.9984268484530676
12,Lettuce_romaine_6wk,0.9949874686716792,0.8861607142857143,0.9374262101534829,896,0.8861607142857143
13,Lettuce_romaine_7wk,0.893344709897611,0.9971428571428571,0.9423942394239424,1050,0.9971428571428571
14,Vinyard_untrained,0.6563763684781536,0.9181843267108167,0.7655144648300455,7248,0.9181843267108167
15,Vinyard_vertical_trellis,0.9977490151941475,0.9921656407386682,0.9949494949494949,1787,0.9921656407386682
