band,mean,std
0,359.97812632784644,64.83101157704606
1,462.3827892626873,83.40611375259759
2,661.9788653032571,104.78850203143104
3,1096.8205952446933,168.8166595624243
4,1379.6303460252361,224.19436017526158
5,1439.7902787784737,257.4679882856639
6,1373.7797114301022,269.4568035292254
7,1512.0867372388184,326.57089103973414
8,1715.2766354449557,400.5173589360243
9,1763.9965452899555,443.2498622244517
10,1747.1216353525836,469.1496379142517
11,1755.6519425816107,502.259443467718
12,1674.020451144488,507.34113630430704
13,1711.0084612684514,544.3152727856502
14,1734.4272940567903,565.8942223362708
15,1718.1544643351992,551.1673935850278
16,1858.7204640765578,565.8381103444784
17,1953.448982985091,576.1080184764187
18,2007.7048162722385,591.0605996687797
19,2018.232795728722,607.5230131330748
20,1981.7245469157015,636.7336334634989
21,1951.0399970440983,681.3664244796248
22,1924.543017606089,713.212767379039
23,1908.6721350847051,733.8909752147526
24,1927.1933529161818,765.3221313895383
25,1880.8120231299304,777.3615333569784
26,1843.6483216020988,782.4901341816643
27,1861.987585213102,805.3446321489952
28,1830.4808697740582,820.9375247163972
29,1770.0729183986402,819.3683961605093
30,1824.7181363040145,872.1588237519802
31,1815.5792643499788,877.7532528549486
32,1811.2596390105118,859.34881534179
33,1804.8650630900256,872.4910208961836
34,1719.3392266622327,816.7147156112003
35,1804.3924144174102,750.1335461872847
36,2154.2010936836077,673.7774337463817
37,2428.185833841379,546.5474039172286
38,2454.0000554231556,504.1238197127889
39,3020.695985516082,846.7059795128017
40,3589.5490956788412,1281.280711487588
41,3833.311533558721,1533.9386992330135
42,2347.2671396109295,963.471989480675
43,3598.637384766022,1490.26304051299
44,3936.9744499251788,1615.8422133623365
45,3830.1932051210997,1553.760160702686
46,3784.148866596464,1517.0510861944101
47,3662.2365090801604,1445.5758910250536
48,3123.8969314046076,1214.323532551094
49,3285.3077463097416,1257.7246122259137
50,3558.0941639416947,1348.420457738425
51,3605.993884978477,1351.540372365262
52,3527.7733008184155,1309.1601840929557
53,3497.4583494984204,1283.9824865830808
54,3524.0558111178852,1279.7105945316405
55,3469.244785604759,1242.9845744583895
56,2933.3818285946536,1034.4219336789522
57,2670.2743261467976,926.4245448788228
58,2491.028967836095,849.9903195688839
59,2555.7118180642537,854.1648609844771
60,1184.5328012710377,375.7747644218659
61,1246.5049603724435,375.9123311041136
62,1328.9232204548393,374.20317798918364
63,1704.8468473461546,456.5681490473646
64,2255.879177520368,597.0214815300097
65,2467.1317408413233,648.1145375599921
66,2723.041234827911,717.6830445710258
67,2725.523065270003,724.2186992942727
68,2730.8449629588576,735.2418594330493
69,2742.3803321694472,751.0809329061467
70,2734.5738883038666,762.5226927550383
71,2715.1530048587633,768.5657429523471
72,2682.9937556577806,767.7585081180517
73,2607.6257274289196,749.4978711212481
74,2530.6358144432743,725.848590718864
75,2496.4151748600566,709.1056190760714
76,2377.0444124221767,663.7680194017798
77,2129.8122817713243,580.5041247752581
78,1792.0945703781706,475.27906862584274
79,894.3270705167286,229.22212277376428
80,517.6309187311792,125.73685836420982
81,698.5181510835226,154.74627558203483
82,683.9119510798279,135.4039834444895
83,924.0857211476288,167.72381990136822
84,1376.1740287091948,243.15237797747474
85,1521.0073712797207,264.16147238106277
86,1476.0248849969516,251.70930662687226
87,1556.0435810748397,262.1851344566233
88,1491.2853738291858,250.0001219615975
89,1557.424966284247,260.26209820284896
90,1627.51656228639,272.059725049506
91,1681.2670287646179,281.42807216553297
92,1682.1970293188494,281.7228923835123
93,1633.4547285189085,273.42191938055714
94,1437.242069870125,239.21554874053683
95,1328.104010789041,217.99129857813872
96,1552.361691514715,254.28986277247927
97,1326.3119954183524,215.02858476298275
98,1436.4430527074212,229.82554289706616
99,1514.4941343826783,238.62766241588
100,1467.9194147314747,226.94968857124724
101,1300.8607400838737,197.68313983222149
102,1111.6865266308264,167.33152299849974
103,915.8312919137616,140.17042799495184
104,666.4763066008978,107.66867453878585
105,351.09274141402943,60.514763383619126
106,27.95761976020248,10.39085127940369
107,5.4448631971771135,9.362367871744196
108,4.993848029706811,8.975638265533945
109,6.214062702063589,9.475179233814975
110,7.716806148275416,9.744757415908511
111,10.606236952465407,9.843673944465792
112,27.03565556356112,15.742748232380066
113,58.834303238559734,30.82198276350633
114,72.75297899462396,38.30295464740826
115,105.3974394502023,56.0128215510882
116,199.5461582515842,105.80320899078569
117,189.9320881597665,100.28476905638554
118,185.49380184374365,95.88290241464719
119,270.2735686970016,135.92500598840164
120,431.97539211882724,208.96270052178343
121,520.580465185021,242.5222934647229
122,604.6818710857397,270.1267168575327
123,656.8904653697648,281.10299346143165
124,683.5521993755658,280.1188892561529
125,701.1384655175599,275.4810777222095
126,706.6242864268692,266.42685704152393
127,690.0122115686601,250.4959463949606
128,638.5873561307247,223.62904063047836
129,672.4123113303405,227.63587558928955
130,681.5951153725359,223.68117055254137
131,648.3113857636387,207.21360048313304
132,669.4142511407933,208.66551928525675
133,692.9516155849914,211.19134688784106
134,676.784717988509,202.8453178034135
135,652.7693288255833,193.07384497377174
136,655.2741783517154,192.1984861690303
137,639.9436715993276,187.14211944276238
138,628.4471540209499,183.45637023717492
139,609.6015814073787,179.36075933034726
140,589.8777180439321,176.40939475893254
141,562.4877422453768,171.47791871855063
142,538.991353987696,168.10671396217145
143,503.21775757911655,160.34139737013322
144,467.70915775277575,152.2106612350362
145,443.6360361358976,148.10895593017653
146,429.800070202664,148.15630789606155
147,385.2229119326054,136.82558634488086
148,323.7067745570766,117.6691615922578
149,249.4359400690942,92.21530038674904
150,165.97398806554713,62.22451546219973
151,65.5738883038667,26.1341258018943
152,23.06284985867095,11.324007689673971
153,7.337046684771564,7.5838711313699365
154,1.3019453527683866,6.523135306420861
155,0.9737478985386762,6.699882653208929
156,0.8997395111677658,3.4178884355170704
157,1.3179072216372,3.5006523556025004
158,1.1011657337102108,3.8590703489749356
159,1.5655748304975152,5.0361025342819605
160,2.1137098413050306,8.873936852855264
161,2.89164773042177,9.82521935226231
162,2.038205028727669,10.726132464282205
163,1.8914260377985923,10.800487807540716
164,4.137098413050306,10.895923943300282
165,7.970976740748951,12.020052128439826
166,21.627464021134696,18.683489652752353
167,37.61625006927895,28.916705431098706
168,59.45386022280108,43.36924282384524
169,158.47497644515877,111.174428526843
170,255.58694969424891,176.80474852519845
171,277.6192244453066,189.12284356756192
172,121.4618411572355,81.79200565170963
173,72.66326737977793,47.95265708854921
174,149.06914962404625,96.63868374982593
175,311.8898926638216,200.01599262484277
176,352.0242199190822,224.13939292758496
177,263.69419350071126,166.29474460284644
178,233.95575384729074,145.8227750266169
179,260.682665484306,160.5372865260523
180,339.1271776681631,206.19735155841806
181,366.30301686711374,220.31328909359985
182,376.9394224907166,223.4521387003495
183,381.05246725415213,222.55463988918234
184,377.2182933362892,217.36565688104986
185,386.21938332501986,219.4310953646818
186,385.8052430305382,216.32023311184102
187,366.15027064974413,202.29143316893425
188,349.1358052060818,189.6912978042768
189,342.84838072013156,183.54236449692976
190,338.17694766206654,178.4772396041575
191,333.8862162611539,173.1595722839317
192,313.69572687468826,160.2853562205628
193,326.48918324742743,165.60192320339578
194,329.6021356389366,168.49252737542585
195,321.86013042916,165.92476048538398
196,307.2873321140239,160.0056797406114
197,290.614439579523,153.89266764696453
198,270.86774187588907,146.74620773575333
199,259.59729534999724,143.69444612439247
200,249.40261227807645,140.09551092810318
201,231.74594025383806,132.1112976509961
202,217.55279055589426,126.19033048771632
203,223.71610412163534,131.9022764813696
204,192.20970274714108,114.38690998959925
205,202.98716030224094,122.0336323798038
206,175.20898224611577,106.93205665984578
207,152.3715937852168,94.57305970199823
208,165.37430951985073,103.60571542436958
209,135.03868536274456,85.67044125188424
210,124.69288181935747,80.00238436877866
211,122.84147130004249,79.66992083594972
212,128.25594413345897,84.10403677157782
213,99.83535627851984,66.67073506797271
214,87.3981230024571,59.158318705075544
215,103.98137781965305,70.99205768150209
216,87.35962238356518,60.633583155566185
217,53.691440817306805,37.680327741163914
218,77.35007112638327,55.14157049702503
219,52.57113562046223,38.57285644280781
220,28.936374217147925,21.977899779454884
221,10.401392968648969,8.985092099987739
222,16.468916846791924,13.222562149646908
223,9.089120434517541,8.019450761473395
