class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9949135300101729,1.0,0.9974502804691484,1956,1.0
3,Fallow_rough_plow,0.8856400259909032,0.9919941775836972,0.9358050120151047,1374,0.9919941775836972
4,Fallow_smooth,0.9957854406130269,0.9778028592927013,0.9867122247532271,2658,0.9778028592927013
5,Stubble,0.9987316083206494,0.9994922569179995,0.9991117878441822,3939,0.9994922569179995
6,Celery,0.9994380443944928,0.9994380443944928,0.9994380443944928,3559,0.9994380443944928
7,Grapes_untrained,0.8471263337218685,0.8397475779930673,0.843420817711123,11251,0.8397475779930673
8,Soil_vinyard_develop,0.9902306213965407,1.0,0.99509133338698,6183,1.0
9,Corn_senesced_green_weeds,0.9917434106065418,0.9585635359116023,0.9748712345871703,3258,0.9585635359116023
10,Lettuce_romaine_4wk,0.9748837209302326,1.0,0.9872821479039096,1048,1.0
11,Lettuce_romaine_5wk,1.0,0.983744100681699,0.9918054454136929,1907,0.983744100681699
12,Lettuce_romaine_6wk,0.96,0.9910714285714286,0.9752883031301482,896,0.9910714285714286
13,Lettuce_romaine_7wk,0.9560439560439561,0.9942857142857143,0.9747899159663865,1050,0.9942857142857143
14,Vinyard_untrained,0.756401384083045,0.7540011037527594,0.7551993366959165,7248,0.7540011037527594
15,Vinyard_vertical_trellis,1.0,0.9843312814773363,0.9921037789058094,1787,0.9843312814773363
