class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,0.9984939759036144,1.0,0.9992464204973625,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9888776541961577,1.0,0.9944077275038129,1956,1.0
3,Fallow_rough_plow,0.9626497533474278,0.9941775836972343,0.9781596849266022,1374,0.9941775836972343
4,Fallow_smooth,0.989485542621104,0.991346877351392,0.9904153354632588,2658,0.991346877351392
5,Stubble,0.999492385786802,0.9997461284589998,0.9996192410204341,3939,0.9997461284589998
6,Celery,0.9997189432265318,0.9994380443944928,0.9995784740761556,3559,0.9994380443944928
7,Grapes_untrained,0.6902877003282487,0.6354990667496223,0.66176130316072,11251,0.6354990667496223
8,Soil_vinyard_develop,0.9935722320424233,1.0,0.9967757536675802,6183,1.0
9,Corn_senesced_green_weeds,0.9913127413127413,0.9456721915285451,0.9679547596606974,3258,0.9456721915285451
10,Lettuce_romaine_4wk,0.9640552995391705,0.9980916030534351,0.9807782466010314,1048,0.9980916030534351
11,Lettuce_romaine_5wk,1.0,1.0,1.0,1907,1.0
12,Lettuce_romaine_6wk,0.9668141592920354,0.9754464285714286,0.9711111111111111,896,0.9754464285714286
13,Lettuce_romaine_7wk,0.9116071428571428,0.9723809523809523,0.9410138248847926,1050,0.9723809523809523
14,Vinyard_untrained,0.49485175536533926,0.5503587196467992,0.5211313606375335,7248,0.5503587196467992
15,Vinyard_vertical_trellis,1.0,1.0,1.0,1787,1.0
