class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.978,1.0,0.9888776541961577,1956,1.0
3,Fallow_rough_plow,0.9111405835543767,1.0,0.9535045107564192,1374,1.0
4,Fallow_smooth,0.9996104402025711,0.9653875094055681,0.9822009569377991,2658,0.9653875094055681
5,Stubble,1.0,0.9972074130489972,0.9986017541629592,3939,0.9972074130489972
6,Celery,0.997191800056164,0.9977521775779713,0.9974719101123596,3559,0.9977521775779713
7,Grapes_untrained,0.9286347954657467,0.8373477913074393,0.8806318938119274,11251,0.8373477913074393
8,Soil_vinyard_develop,0.9902306213965407,1.0,0.99509133338698,6183,1.0
9,Corn_senesced_green_weeds,0.9986915276414786,0.9370779619398404,0.966904196357878,3258,0.9370779619398404
10,Lettuce_romaine_4wk,0.9562043795620438,1.0,0.9776119402985075,1048,1.0
11,Lettuce_romaine_5wk,1.0,0.9994756161510225,0.999737739312877,1907,0.9994756161510225
12,Lettuce_romaine_6wk,0.9929161747343566,0.9386160714285714,0.9650028686173264,896,0.9386160714285714
13,Lettuce_romaine_7wk,0.9067944250871081,0.9914285714285714,0.9472247497725205,1050,0.9914285714285714
14,Vinyard_untrained,0.7799951911517191,0.8951434878587197,0.8336117178465887,7248,0.8951434878587197
15,Vinyard_vertical_trellis,0.9966461710452766,0.9977616116396195,0.9972035794183445,1787,0.9977616116396195
