dataset,shot,qnn_label,true_class_id,true_class_name,pred_class_id,pred_class_name,baseline_count_mean,qnn_count_mean,delta_count_mean,delta_count_sum,increased_seeds,decreased_seeds
pavia_university,10,ConfidenceGuard-C + SupCon,3,Trees,2,Gravel,70.8,55.2,-15.6,-78,4,1
pavia_university,10,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,8,Shadows,24.5,0.0,-24.5,-49,0,2
pavia_university,10,ConfidenceGuard-C + SupCon,2,Gravel,0,Asphalt,27.5,1.5,-26.0,-52,1,1
pavia_university,10,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,0,Asphalt,156.2,126.6,-29.6,-148,1,4
pavia_university,10,ConfidenceGuard-C + SupCon,3,Trees,8,Shadows,48.5,3.0,-45.5,-182,0,4
pavia_university,10,ConfidenceGuard-C + SupCon,8,Shadows,6,Bitumen,64.6,17.2,-47.4,-237,0,4
pavia_university,10,ConfidenceGuard-C + SupCon,2,Gravel,8,Shadows,69.6,18.0,-51.6,-258,0,5
pavia_university,10,ConfidenceGuard-C + SupCon,4,Painted metal sheets,8,Shadows,75.5,11.0,-64.5,-129,0,2
pavia_university,10,ConfidenceGuard-C + SupCon,3,Trees,0,Asphalt,252.8,187.0,-65.8,-329,2,3
pavia_university,10,ConfidenceGuard-C + SupCon,0,Asphalt,8,Shadows,79.0,13.0,-66.0,-198,1,2
pavia_university,10,ConfidenceGuard-C + SupCon,8,Shadows,4,Painted metal sheets,145.2,72.6,-72.6,-363,1,4
pavia_university,10,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,3,Trees,200.4,83.6,-116.8,-584,2,2
pavia_university,10,ConfidenceGuard-C + SupCon,0,Asphalt,2,Gravel,494.6666666666667,304.6666666666667,-190.0,-570,1,2
pavia_university,10,ConfidenceGuard-C + SupCon,0,Asphalt,6,Bitumen,563.3333333333334,328.0,-235.33333333333334,-706,1,2
pavia_university,10,ConfidenceGuard-C + SupCon,1,Meadows,4,Painted metal sheets,372.0,0.0,-372.0,-372,0,1
pavia_university,10,ConfidenceGuard-C + SupCon,1,Meadows,2,Gravel,687.0,291.5,-395.5,-791,1,1
pavia_university,10,ConfidenceGuard-C + SupCon,7,Self-Blocking Bricks,2,Gravel,590.2,56.6,-533.6,-2668,1,4
pavia_university,10,ConfidenceGuard-C + SupCon,0,Asphalt,3,Trees,1512.6,707.2,-805.4,-4027,1,4
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,14,Vinyard_untrained,1461.2,2214.8,753.6,3768,5,0
salinas,10,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,7,Grapes_untrained,1152.6,1368.6,216.0,1080,2,3
salinas,10,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,4,Fallow_smooth,0.0,19.0,19.0,19,1,0
salinas,10,ConfidenceGuard-C + SupCon,6,Celery,15,Vinyard_vertical_trellis,4.0,12.0,8.0,8,1,0
salinas,10,ConfidenceGuard-C + SupCon,11,Lettuce_romaine_5wk,12,Lettuce_romaine_6wk,11.75,19.5,7.75,31,2,2
salinas,10,ConfidenceGuard-C + SupCon,15,Vinyard_vertical_trellis,3,Fallow_rough_plow,12.333333333333334,15.666666666666666,3.3333333333333335,10,2,1
salinas,10,ConfidenceGuard-C + SupCon,0,Brocoli_green_weeds_1,1,Brocoli_green_weeds_2,0.0,3.0,3.0,3,1,0
salinas,10,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,2,Fallow,21.2,23.8,2.6,13,3,2
salinas,10,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,12,Lettuce_romaine_6wk,0.0,2.0,2.0,2,1,0
salinas,10,ConfidenceGuard-C + SupCon,10,Lettuce_romaine_4wk,0,Brocoli_green_weeds_1,0.0,2.0,2.0,2,1,0
salinas,10,ConfidenceGuard-C + SupCon,13,Lettuce_romaine_7wk,9,Corn_senesced_green_weeds,3.75,4.0,0.25,1,2,1
salinas,10,ConfidenceGuard-C + SupCon,4,Fallow_smooth,2,Fallow,3.0,3.0,0.0,0,0,0
salinas,10,ConfidenceGuard-C + SupCon,6,Celery,3,Fallow_rough_plow,2.0,2.0,0.0,0,0,0
salinas,10,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,9,Corn_senesced_green_weeds,1.0,1.0,0.0,0,0,0
salinas,10,ConfidenceGuard-C + SupCon,0,Brocoli_green_weeds_1,10,Lettuce_romaine_4wk,1.0,0.0,-1.0,-1,0,1
salinas,10,ConfidenceGuard-C + SupCon,1,Brocoli_green_weeds_2,9,Corn_senesced_green_weeds,1.0,0.0,-1.0,-1,0,1
salinas,10,ConfidenceGuard-C + SupCon,2,Fallow,4,Fallow_smooth,1.0,0.0,-1.0,-1,0,1
salinas,10,ConfidenceGuard-C + SupCon,13,Lettuce_romaine_7wk,12,Lettuce_romaine_6wk,12.8,11.8,-1.0,-5,3,2
salinas,10,ConfidenceGuard-C + SupCon,3,Fallow_rough_plow,4,Fallow_smooth,7.0,5.0,-2.0,-8,1,3
salinas,10,ConfidenceGuard-C + SupCon,5,Stubble,6,Celery,6.666666666666667,4.333333333333333,-2.3333333333333335,-7,2,1
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,0,Brocoli_green_weeds_1,3.0,0.5,-2.5,-5,0,2
salinas,10,ConfidenceGuard-C + SupCon,15,Vinyard_vertical_trellis,4,Fallow_smooth,2.5,0.0,-2.5,-5,0,2
salinas,10,ConfidenceGuard-C + SupCon,1,Brocoli_green_weeds_2,2,Fallow,3.0,0.0,-3.0,-3,0,1
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,13,Lettuce_romaine_7wk,5.0,2.0,-3.0,-3,0,1
salinas,10,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,13,Lettuce_romaine_7wk,41.8,37.4,-4.4,-22,1,4
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,5,Stubble,8.0,3.0,-5.0,-5,0,1
salinas,10,ConfidenceGuard-C + SupCon,11,Lettuce_romaine_5wk,10,Lettuce_romaine_4wk,35.25,26.75,-8.5,-34,1,3
salinas,10,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,8,Soil_vinyard_develop,43.0,33.8,-9.2,-46,1,3
salinas,10,ConfidenceGuard-C + SupCon,9,Corn_senesced_green_weeds,10,Lettuce_romaine_4wk,46.5,36.0,-10.5,-42,1,3
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,9,Corn_senesced_green_weeds,35.0,22.333333333333332,-12.666666666666666,-38,2,1
salinas,10,ConfidenceGuard-C + SupCon,6,Celery,2,Fallow,16.0,3.0,-13.0,-13,0,1
salinas,10,ConfidenceGuard-C + SupCon,12,Lettuce_romaine_6wk,11,Lettuce_romaine_5wk,17.5,4.5,-13.0,-26,0,2
salinas,10,ConfidenceGuard-C + SupCon,7,Grapes_untrained,3,Fallow_rough_plow,17.5,4.0,-13.5,-54,0,4
salinas,10,ConfidenceGuard-C + SupCon,6,Celery,4,Fallow_smooth,15.0,0.0,-15.0,-15,0,1
salinas,10,ConfidenceGuard-C + SupCon,4,Fallow_smooth,5,Stubble,17.0,0.0,-17.0,-17,0,1
salinas,10,ConfidenceGuard-C + SupCon,14,Vinyard_untrained,3,Fallow_rough_plow,82.2,41.8,-40.4,-202,1,4
salinas,10,ConfidenceGuard-C + SupCon,12,Lettuce_romaine_6wk,13,Lettuce_romaine_7wk,79.6,23.4,-56.2,-281,3,2
salinas,10,ConfidenceGuard-C + SupCon,5,Stubble,4,Fallow_smooth,60.5,3.0,-57.5,-115,0,1
salinas,10,ConfidenceGuard-C + SupCon,6,Celery,5,Stubble,105.0,4.75,-100.25,-401,1,3
salinas,10,ConfidenceGuard-C + SupCon,4,Fallow_smooth,3,Fallow_rough_plow,285.4,108.2,-177.2,-886,1,4
