class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,1.0,1.0,1.0,1989,1.0
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3706,1.0
2,Fallow,0.9804511278195489,1.0,0.9901290812452543,1956,1.0
3,Fallow_rough_plow,0.8182359952324195,0.9992721979621543,0.8997378768020969,1374,0.9992721979621543
4,Fallow_smooth,0.9991607217792698,0.8957863054928518,0.9446538385241023,2658,0.8957863054928518
5,Stubble,0.9989852866565195,0.9997461284589998,0.9993655627458444,3939,0.9997461284589998
6,Celery,1.0,0.9983141331834785,0.999156355455568,3559,0.9983141331834785
7,Grapes_untrained,0.9352029096477795,0.868456137232246,0.9005944974422785,11251,0.868456137232246
8,Soil_vinyard_develop,0.9998382923673997,1.0,0.9999191396458317,6183,1.0
9,Corn_senesced_green_weeds,0.9996790757381258,0.9561080417434008,0.9774082208973957,3258,0.9561080417434008
10,Lettuce_romaine_4wk,0.929902395740905,1.0,0.9636781609195403,1048,1.0
11,Lettuce_romaine_5wk,0.9865354738477473,0.9989512323020451,0.9927045336112559,1907,0.9989512323020451
12,Lettuce_romaine_6wk,0.9930475086906141,0.9564732142857143,0.9744172825469016,896,0.9564732142857143
13,Lettuce_romaine_7wk,0.9534246575342465,0.9942857142857143,0.9734265734265735,1050,0.9942857142857143
14,Vinyard_untrained,0.8156549918982924,0.9028697571743929,0.8570493091480584,7248,0.9028697571743929
15,Vinyard_vertical_trellis,1.0,0.9938444320089536,0.9969127140050519,1787,0.9938444320089536
